,Type,Country,Area,Location,Activity,Sex,Age,Fatal,Time,NewDate,NewMonth,NewYear,NewDay,NewAge,NewFatal,NewSpecies
2534,Unprovoked,USA,Florida,"South Jetty, New Smyrna Beach, Volusia County",Standing,F,18,N,15h00,1992-09-11,Sep,1992,11,18.0,N,
2537,Unprovoked,BAHAMAS,Abaco Islands,Double Breasted Cays ,"Snorkeling, carrying a speared fish in her hand",F,34,N,,1992-08-29,Agu,1992,29,34.0,N,Blacktip
2538,Unprovoked,AUSTRALIA,South Australia,"Lipson Cove, Tumby Bay",Surfing,M,17,N,17h50,1992-08-25,Agu,1992,25,17.0,N,White
2539,Invalid,USA,Hawaii,"Twin Arches, Hana Ranch, Maui",Fell from cliff while fishing & disappeared in strong current,M,,,15h00,1992-08-21,Agu,1992,21,,unknown,
2540,Unprovoked,USA,California,"Klamath River, Del Norte County",Surfing,M,22,N,17h00,1992-08-18,Agu,1992,18,22.0,N,White
2541,Provoked,USA,Florida,"Manalapan, Palm Beach County",Snorkeling,M,26,N,,1992-08-17,Agu,1992,17,26.0,N,Nurse
2544,Unprovoked,USA,Florida,"Manasota Beach, Sarasota County",Standing,F,42,N,12h33,1992-07-21,Jul,1992,21,42.0,N,Small
2545,Unprovoked,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",Surfing,M,,N,30 minutes after 1992.07.08.a,1992-07-08,Jul,1992,08,,N,
2546,Unprovoked,BRAZIL,Maranhão,"Praia da Marcela, São Marcos Bay",Surfing,M,,N,Morning,1992-07-08,Jul,1992,08,,N,
2548,Unprovoked,REUNION,Saint-Paul,Cap de la Marianne,Surfing,M,16,Y,14h30,1992-06-28,Jun,1992,28,16.0,Y,Bull
2549,Unprovoked,VANUATU,Malampa Province,"Port Sandwich, Malakula",Swimming,F,21,N,,1992-06-19,Jun,1992,19,21.0,N,
2550,Boat,JAPAN,Ehime Prefecture,"1.5 km north of Igata-cho, 60 km south of Matsyama",Preparing to fish for jack-mackerel,unknown,,N,12h30,1992-06-17,Jun,1992,17,,N,White
2552,Invalid,USA,North Carolina ,Wreck of the U-352 ,Scuba diving ,M,45,,,1992-05-31,May,1992,31,45.0,unknown,
2553,Unprovoked,REUNION,Saint-Joseph,Lieu-dit Cayenne,Surfing,M,,Y,14h00,1992-05-22,May,1992,22,,Y,Tiger
2555,Unprovoked,NEW ZEALAND,Antarctic Ocean,"Meteorologic Station on Campbell Island, 370 nautical miles south of New Zealand",Snorkeling,M,,N,15h30,1992-04-24,Apr,1992,24,,N,White
2556,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,35,N,13h20,1992-04-09,Apr,1992,09,35.0,N,
2557,Unprovoked,USA,Hawaii,"Cannons, at Ha'ena on the north shore of Kaua'i Island","Surfing, paddling seawards",F,36,N,>06h45,1992-03-28,Mar,1992,28,36.0,N,Tiger
2558,Unprovoked,AUSTRALIA,Victoria,Point Lonsdale,Surfing,M,17,N,,1992-03-10,Mar,1992,10,17.0,N,Whaler
2559,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Hookah diving for pen shells ,M,41,Y,15h20,1992-03-08,Mar,1992,08,41.0,Y,White
2561,Unprovoked,USA,Oregon,"Winchester Bay, Douglas County",Surfing (sitting on his board),M,21,N,09h45,1992-03-08,Mar,1992,08,21.0,N,White
2562,Unprovoked,USA,Hawaii,"Leftovers, near Waimea Bay, O'ahu",Body boarding,M,,Y,Late afternoon,1992-02-19,Feb,1992,19,,Y,Tiger
2563,Unprovoked,JAPAN,Ehime Prefecture,Matsuyama,Diving for pen shells,M,,N,10h00,1992-02-14,Feb,1992,14,,N,
2564,Invalid,AUSTRALIA,Tasmania,"Clifton Beach, southwest of Hobart",Surfing,M,19,,19h30,1992-02-09,Feb,1992,09,19.0,unknown,
2565,Unprovoked,REUNION,La Saline-les-Bains,Revine-3-Bassins,Spearfishing,M,,N,16h30,1992-01-29,Jan,1992,29,,N,Grey
2566,Unprovoked,AUSTRALIA,New South Wales,Tweed Heads,Boogie boarding,M,19,N,20h00,1992-01-29,Jan,1992,29,19.0,N,Whaler
2567,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Swimming ,M,19,N,17h30,1992-01-23,Jan,1992,23,19.0,N,Zambesi
2568,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Sheffield Beach,Spearfishing,M,36,N,17h15,1992-01-08,Jan,1992,08,36.0,N,Blacktip
2573,Unprovoked,USA,California,"Shelter Cover, north of Fort Bragg, Shelter Cove, Mendocino County",Hookah diving for sea urchins,M,25,N,15h06,1991-12-04,Dec,1991,04,25.0,N,White
2574,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,41,Y,09h00,1991-11-26,Nov,1991,26,41.0,Y,Tiger
2575,Unprovoked,USA,Hawaii,"Olowalu, Maui",Snorkeling,F,,N,09h00,1991-11-26,Nov,1991,26,,N,Tiger
2576,Unprovoked,USA,Hawaii,"Maliko Point, Maui","Fishing from rocks, swept out to sea by large wave & treading water",M,,Y,16h30,1991-11-19,Nov,1991,19,,Y,Tiger
2577,Provoked,USA,Florida,Near Port Canaveral Coast Guard Base,Fishing,M,,N,12h54,1991-11-14,Nov,1991,14,,N,
2578,Unprovoked,AUSTRALIA,Western Australia,"Backbeach, Halls Head",Boogie boarding,M,14,N,,1991-11-01,Nov,1991,01,14.0,N,Small
2579,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,21,N,08h30,1991-10-12,Oct,1991,12,21.0,N,
2580,Unprovoked,USA,California,"Horseshoe Reef, Scott Creek, Davenport, Santa Cruz County",Surfing,M,32,N,07h30,1991-10-05,Oct,1991,05,32.0,N,White
2581,Invalid,BAHAMAS,,Bimini,Spearfishing,M,32,,17h00,1991-09-19,Sep,1991,19,32.0,unknown,
2582,Unprovoked,AUSTRALIA,South Australia,"Snapper Point, Aldinga Beach, Adelaide",Scuba diving,M,19,Y,15h00,1991-09-08,Sep,1991,08,19.0,Y,White
2583,Provoked,AUSTRALIA,Queensland,"On board the Japanese longline trawler Fukuya No.38, 100 nm northeast of Brisbane",Finning the shark that bit him,M,36,N,Afternoon,1991-08-30,Agu,1991,30,36.0,N,
2584,Unprovoked,USA,South Carolina,"Myrtle Beach, Horry County",Swimming,M,23,N,13h30,1991-08-26,Agu,1991,26,23.0,N,Sand
2585,Unprovoked,USA,Florida,"Vero Beach, Indian River County",Wading,F,10,N,16h35,1991-08-12,Agu,1991,12,10.0,N,
2586,Provoked,USA,Florida,Florida Bay,Fishing,M,,N,,1991-08-09,Agu,1991,09,,N,Lemon
2587,Boating,ITALY,Ligurian Sea,"Portofino, 20 miles offshore, Tigullio Bay, Santa Margherita Ligure (Liguria)",Canoeing,F,40,N,15h30,1991-07-30,Jul,1991,30,40.0,N,White
2588,Unprovoked,USA,Florida,"John Pennekamp Marine Park, Monroe County",Snorkeling,M,39,N,,1991-07-27,Jul,1991,27,39.0,N,Reef
2589,Unprovoked,USA,Florida,150 miles from Crystal River,Swimming from makeshift raft  to life vest after fishing boat sank,M,42,N,,1991-07-18,Jul,1991,18,42.0,N,Blacktip
2590,Unprovoked,USA,Florida,"South Miami Beach, Dade County",Swimming,M,22,N,18h45,1991-07-07,Jul,1991,07,22.0,N,
2591,Unprovoked,REUNION,L'Etang-Salé,"Ravine des Sables, Saint Leu",Surfing,M,30,N,17h30,1991-07-01,Jul,1991,01,30.0,N,Tiger
2592,Unprovoked,USA,California,"8.5 miles south of Ano Nuevo State Reserve, Davenport County",Surfing,M,32,N,09h30,1991-07-01,Jul,1991,01,32.0,N,White
2593,Unprovoked,USA,Virginia,"Croatan Beach, Virginia Beach, ",Boogie boarding,M,13,N,,1991-07-01,Jul,1991,01,13.0,N,
2596,Unprovoked,USA,Florida,"Jacksonville Beach, Duval County",Surfing,M,18,N,17h30,1991-06-26,Jun,1991,26,18.0,N,
2597,Unprovoked,USA,Florida,"Tampa Bay, Hillsborough County",Swimming behind sailboat,M,31,N,11h30,1991-06-07,Jun,1991,07,31.0,N,Lemon
2598,Unprovoked,HONG KONG,Port Shelter,"Silverstrand Beach, near Hung Hau ",Swimming ,F,65,Y,Between 06h00 & 07h20,1991-06-07,Jun,1991,07,65.0,Y,Tiger
2599,Unprovoked,USA,Hawaii,"Ma'ili Beach, O'ahu",Sitting on surfboard,M,23,N,16h45,1991-05-26,May,1991,26,23.0,N,
2600,Unprovoked,SOUTH AFRICA,Western Cape Province,Gordons Bay,Scuba diving,M,,N,13h00,1991-05-19,May,1991,19,,N,White
2601,Provoked,BRAZIL,Pernambuco,"Praia de Pau Amarelo, Recife",Fishing,unknown,,N,Afternoon,1991-04-24,Apr,1991,24,,N,
2602,Provoked,USA,Maryland,Baltimore Aquarium,Diving,unknown,,N,09h55,1991-04-16,Apr,1991,16,,N,Female
2603,Unprovoked,USA,Florida,"South of Ponce Inlet, New Smyrna Beach, Volusia County","Surfing, collided with shark",M,22,N,11h00,1991-04-16,Apr,1991,16,22.0,N,
2604,Unprovoked,USA,Hawaii,"One'ula Beach Park, 'Ewa Beach, O'ahu",Sitting on surfboard,M,,N,17h30,1991-04-03,Apr,1991,03,,N,
2605,Unprovoked,AUSTRALIA,New South Wales,Bass Point,Scuba diving,M,18,N,,1991-03-03,Mar,1991,03,18.0,N,Nurse
2606,Unprovoked,USA,Oregon,"Neskowin, Tillamook County",Surfing,M,38,N,09h30,1991-02-24,Feb,1991,24,38.0,N,White
2607,Unprovoked,SOUTH AFRICA,Western Cape Province,Millers Point,Spearfishing,M,20,N,12h30,1991-02-12,Feb,1991,12,20.0,N,White
2608,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,35,N,08h10,1991-01-19,Jan,1991,19,35.0,N,
2609,Unprovoked,AUSTRALIA,Western Australia,Scarborough,Surf-skiing,M,,N,,1991-01-09,Jan,1991,09,,N,
2610,Unprovoked,AUSTRALIA,Queensland,Pelican Banks near Gladstone,Surfing (or sailboarding),M,22,N,,1991-01-01,Jan,1991,01,22.0,N,
2612,Unprovoked,AUSTRALIA,Queensland,Nerang River,Swimming ,M,26,N,,1990-11-28,Nov,1990,28,26.0,N,
2613,Unprovoked,USA,California,"Monastery Beach, Carmel Bay, Monterey County",Scuba diving (but on surface),F,,N,15h00,1990-11-03,Nov,1990,03,,N,White
2614,Unprovoked,USA,Florida,"Spanish River Park Beach, Palm Beach County",Surfing,M,24,N,09h30,1990-11-01,Nov,1990,01,24.0,N,
2615,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing,M,50,N,16h55,1990-10-30,Oct,1990,30,50.0,N,
2616,Unprovoked,USA,Florida,"Indialantic, Brevard County",Surfing,M,18,N,15h30,1990-10-30,Oct,1990,30,18.0,N,
2617,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,Swimming,M,26,N,20h30,1990-10-27,Oct,1990,27,26.0,N,
2618,Unprovoked,AUSTRALIA,South Australia,Goolwa Beach,Surfing,M,,N,10h30,1990-10-25,Oct,1990,25,,N,
2619,Unprovoked,USA,Florida,"North end of County Beach, Palm Beach County",Surfing,M,25,N,16h00,1990-10-20,Oct,1990,20,25.0,N,Spinner
2620,Unprovoked,USA,Hawaii,"Hanalei Point, Kaua'i",Surfing,M,43,N,15h00,1990-10-15,Oct,1990,15,43.0,N,Tiger
2621,Unprovoked,USA,Florida,"Stuart Beach, Martin County",Surfing,M,19,N,12h30,1990-10-12,Oct,1990,12,19.0,N,
2622,Unprovoked,SOUTH AFRICA,Western Cape Province,Oudekraal,Spearfishing,M,26,N,13h20,1990-09-15,Sep,1990,15,26.0,N,White
2623,Unprovoked,USA,California,"Russian Gulch, Jenner, Sonoma County","Free diving / spearfishing, from paddleboard & floating on the surface",M,49,N,13h00,1990-09-08,Sep,1990,08,49.0,N,White
2624,Boating,USA,California,"Trinidad State Beach, Humboldt County",Kayaking,M,44,N,17h00,1990-09-05,Sep,1990,05,44.0,N,White
2625,Invalid,USA,Florida,"Juno Beach / North Palm Beach, Palm Beach County",SCUBA diving,M,30,,,1990-08-30,Agu,1990,30,30.0,unknown,
2626,Unprovoked,USA,California,"Trinidad Head, Humboldt County",Surfing,M,22,N,16h50,1990-08-28,Agu,1990,28,22.0,N,White
2628,Unprovoked,USA,Texas,"Near Port Aransas, Nueces County",Wade fishing,M,18,N,13h30,1990-08-19,Agu,1990,19,18.0,N,
2629,Unprovoked,USA,Texas,"Mustang Island State Park, Nueces County",Wading,F,53,N,Evening,1990-07-22,Jul,1990,22,53.0,N,
2630,Unprovoked,USA,Florida,"Perdido Key near the Florida Panhandle, Escambia County",Surfing,M,17,N,,1990-07-08,Jul,1990,08,17.0,N,
2631,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Scuba diving (but on surface),F,21,Y,15h45,1990-06-24,Jun,1990,24,21.0,Y,White
2632,Unprovoked,BAHAMAS,,Bimini,Spearfishing,M,38,N,14h30,1990-06-23,Jun,1990,23,38.0,N,
2634,Unprovoked,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,Snorkeling,F,30s,N,,1990-05-10,May,1990,10,,N,
2635,Unprovoked,AUSTRALIA,Queensland,Outer Barrier Reef near Port Douglas,"Snorkeling, possibly holding a fish",M,30s,N,,1990-05-10,May,1990,10,,N,
2636,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cintsa East,Resting on surfboard,M,22,N,12h00,1990-05-06,May,1990,06,22.0,N,White
2637,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Cape Recife,Lying on surfboard & paddling,M,23,N,14h00,1990-04-14,Apr,1990,14,23.0,N,White
2638,Unprovoked,AUSTRALIA,Queensland,Greenmount Beach,Surfing,M,31,N,05h40,1990-04-09,Apr,1990,09,31.0,N,Tiger
2639,Unprovoked,AUSTRALIA,Queensland,"Dingo Reef, 80 nm off Townsville",Free diving for trochus,M,37,Y,,1990-04-08,Apr,1990,08,37.0,Y,
2640,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,Surfing,M,,N,,1990-04-07,Apr,1990,07,,N,
2641,Unprovoked,AUSTRALIA,Queensland,Fingal Beach,Surfing,M,29,N,,1990-04-06,Apr,1990,06,29.0,N,
2642,Unprovoked,USA,Hawaii,"Silver (Silva) Channels, Waialua, O'ahu",Sitting on surfboard,M,,N,<07h30,1990-04-01,Apr,1990,01,,N,
2644,Unprovoked,REUNION,Sainte-Marie,Baie de la Mare,Surfing,M,,N,17h45,1990-03-05,Mar,1990,05,,N,Bull
2645,Unprovoked,USA,Hawaii,"Mokapu, Kane'ohe Marine Air Corps Station, O'ahu",Scuba diving & spearfishing,M,,Y,21h30,1990-02-17,Feb,1990,17,,Y,Two
2646,Unprovoked,USA,Florida,"Monster Hole, Sebastian Inlet, Indian River County",Board sailing,M,33,N,,1990-02-05,Feb,1990,05,33.0,N,
2647,Unprovoked,USA,California,"Montera Beach, San Mateo County",Surfing (sitting on his board),M,,N,,1990-01-12,Jan,1990,12,,N,White
2650,Unprovoked,AUSTRALIA,Northern Territory,Gove Peninsula near Darwin,,M,17,UNKNOWN,,1989-12-03,Dec,1989,03,17.0,unknown,Tiger
2651,Invalid,AUSTRALIA,Queensland,Fraser Island,Swimming,M,27,,,1989-12-02,Dec,1989,02,27.0,unknown,
2652,Unprovoked,AUSTRALIA,Victoria,Kilcunda,Surfing,M,32,N,,1989-11-22,Nov,1989,22,32.0,N,White
2653,Unprovoked,SOUTH AFRICA,Western Cape Province,Melkbosstrand,Free diving & spearfishing,M,29,Y,12h05,1989-11-18,Nov,1989,18,29.0,Y,White
2654,Invalid,USA,Hawaii,"Ehukai Beach Park, Sunset Beach, O'ahu","Wading, knocked down & swept away by large waves",M,,,18h00,1989-11-12,Nov,1989,12,,unknown,
2655,Unprovoked,AUSTRALIA,Queensland,Mermaid Waters,Swimming in canal,M,10,N,,1989-11-02,Nov,1989,02,10.0,N,
2656,Unprovoked,AUSTRALIA,Northern Territory,Edith Falls,Swimming,F,31,N,,,,,,31.0,N,
2657,Unprovoked,AUSTRALIA,Tasmania,Shelly Point ,Surfing,M,17,N,14h20,1989-10-22,Oct,1989,22,17.0,N,White
2658,Invalid,USA,Hawaii,"Kahe Point, O'ahu",Scuba diving,M,,,16h30,1989-10-14,Oct,1989,14,,unknown,
2659,Unprovoked,USA,Texas,Surfside Beach,Surfing,M,12,N,Evening,1989-10-11,Oct,1989,11,12.0,N,
2660,Invalid,USA,North Carolina,"Between Wrightsville Beach & Carolina Beach, New Hanover County",Diving,M,49,,Late afternoon,1989-10-08,Oct,1989,08,49.0,unknown,
2661,Unprovoked,AUSTRALIA,Victoria,"Surfers Point, Phillip Island",Surfing,M,,UNKNOWN,,1989-10-01,Oct,1989,01,,unknown,White
2662,Unprovoked,SOUTH AFRICA,Western Cape Province,"Smitswinkel, False Bay",Free diving,M,29,N,14h30,1989-09-17,Sep,1989,17,29.0,N,White
2663,Provoked,USA,Florida,"Gulf of Mexico, 22 miles from Pensacola","Fishing, stepped on hooked shark's head",M,51,N,Afternoon,1989-09-13,Sep,1989,13,51.0,N,
2665,Unprovoked,USA,California,"Southeast Farallon Island, Farallon Islands",Hookah diving for abalone (descending),M,38,N,12h30,1989-09-09,Sep,1989,09,38.0,N,White
2666,Unprovoked,USA,North Carolina,"Salvo, Dare County",Surfing,M,31,N,,1989-09-09,Sep,1989,09,31.0,N,Sandbar
2667,Provoked,USA,California,24 km off Santa Catalina Island in the Channel Islands,Filming 5' blue shark,M,46,N,,1989-09-03,Sep,1989,03,46.0,N,
2668,Provoked,AUSTRALIA,Queensland,SeaWorld Theme Park,Feeding fish,M,30,N,Afternoon,1989-08-29,Agu,1989,29,30.0,N,Nurse
2669,Unprovoked,USA,Florida,"St Augustine, St Johns County",Swimming,M,21,N,,1989-08-22,Agu,1989,22,21.0,N,
2670,Unprovoked,SOUTH AFRICA,Western Cape Province,Mossel Bay,Surfing,M,21,N,10h45,1989-08-22,Agu,1989,22,21.0,N,White
2671,Unprovoked,AUSTRALIA,New South Wales,Lennox Head,Surfing,M,17,N,06h30,1989-08-13,Agu,1989,13,17.0,N,Whaler
2672,Unprovoked,BAHAMAS,Great Exuma Island,Highborn Cay,Spearfishing,F,31,N,,1989-08-09,Agu,1989,09,31.0,N,
2673,Provoked,AUSTRALIA,Queensland,Moreton Bay,Fishing for sharks,M,41,N,,,,,,41.0,N,White
2675,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,34,N,10h35,1989-07-20,Jul,1989,20,34.0,N,White
2676,Unprovoked,REUNION,Sainte-Suzanne,Temple Tamoule,Surfing,M,,Y,17h00 Sunset,1989-07-19,Jul,1989,19,,Y,
2677,Unprovoked,USA,Florida,"Cocoa Beach, Brevard County",Surfing,M,16,N,Afternoon,1989-07-14,Jul,1989,14,16.0,N,
2678,Unprovoked,USA,Texas,"Sargent Beach, Matagorda County",Playing ,F,9,N,,1989-07-07,Jul,1989,07,9.0,N,
2680,Unprovoked,USA,Louisiana,40 miles off Cocodrie,Spearfishing,M,45,N,,1989-06-17,Jun,1989,17,45.0,N,Sandtiger
2681,Unprovoked,ITALY,Tuscany,"Marinella, between Punta Blanca & Marine del Carrara ",Windsurfing (urinating on his board),M,,N,15h30,1989-06-06,Jun,1989,06,,N,White
2682,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Jeffreys Bay,Surfing,M,16,N,16h15,1989-06-05,Jun,1989,05,16.0,N,White
2683,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Gonubie,Free diving,M,28,N,15h30,1989-06-03,Jun,1989,03,28.0,N,White
2685,Unprovoked,USA,Florida,"Loggerhead Park, Juno Beach, Palm Beach County",Swimming,M,19,N,,1989-04-23,Apr,1989,23,19.0,N,
2686,Unprovoked,USA,Washington,"Pacific Beach, Grays Harbor County",Surfing (lying prone on his board),M,,N,10h45,1989-04-12,Apr,1989,12,,N,White
2690,Unprovoked,AUSTRALIA,South Australia,"Waitpinga Beach, near Victor Harbor, Encounter Bay",Surfing,M,27,Y,20h15,1989-03-09,Mar,1989,09,27.0,Y,White
2691,Boating,AUSTRALIA,Western Australia,Near Broome in Roebuck Bay,Kayaking,M,,N,,1989-03-04,Mar,1989,04,,N,Tiger
2693,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Richards Bay,Windsurfing,M,26,N,13h30,1989-02-15,Feb,1989,15,26.0,N,
2694,Unprovoked,ITALY,Tyrrhenian Sea,"Golfo di Baratti, near Piombino (Tuscany)","Scuba diving, but swimming on surface",M,47,Y,10h25,1989-02-02,Feb,1989,02,47.0,Y,White
2695,Invalid,USA,California,"Latigo Point / Paradise Cove, west of Malibu, Los Angeles County",Kayaking,M,24,,10h15,1989-01-26,Jan,1989,26,24.0,unknown,
2696,Unprovoked,USA,California,"Latigo Point / Paradise Cove,west of Malibu, Los Angeles County",Kayaking,F,24,Y,10h15,1989-01-26,Jan,1989,26,24.0,Y,White
2697,Unprovoked,USA,Hawaii,"Waialua Beach, Moloka'i",Body boarding,M,10,N,,1989-01-20,Jan,1989,20,10.0,N,Hammerhead
2698,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Lifesaving drill,M,19,N,18h00,1989-01-20,Jan,1989,20,19.0,N,
2700,Unprovoked,AUSTRALIA,New South Wales,"Half Tide Beach, Evans Head",Surfing with dolphins,M,17,N,17h15,1989-01-03,Jan,1989,03,17.0,N,Tiger
2701,Unprovoked,PAPUA NEW GUINEA,New Ireland,Kavieng,"Scuba diving, hand feeding sharks",F,,N,,1989-01-01,Jan,1989,01,,N,Silvertip
2703,Unprovoked,CHILE,Valpariso Province,Valpariso,Skindiving,M,,Y,,1988-12-15,Dec,1988,15,,Y,White
2704,Sea Disaster,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,17,Y,Early morning,1988-11-08,Nov,1988,08,17.0,Y,
2705,Sea Disaster,AUSTRALIA,Queensland,"Off North Keppel Island, off Yeppoon","The Christie V sank on 11/6/1988, survivors were adrift on a dinghy",M,62,Y,Nightfall,1988-11-07,Nov,1988,07,62.0,Y,
2707,Unprovoked,USA,Oregon,"Indian Beach, Ecola State Park, just north of Cannon Beach, Clatsop County ",Surfing (sitting on his board),M,21,N,17h30,1988-10-23,Oct,1988,23,21.0,N,White
2708,Unprovoked,AUSTRALIA,Victoria,Phillip Island,Surfing,M,38,N,,1988-10-22,Oct,1988,22,38.0,N,
2709,Unprovoked,USA,Florida,"Boca Raton, Palm Beach County",Surfing,M,15,N,,1988-10-14,Oct,1988,14,15.0,N,
2710,Unprovoked,USA,Florida,"Fort Pierce, St. Lucie County ",Surfing,M,30,N,X,1988-10-11,Oct,1988,11,30.0,N,
2711,Unprovoked,USA,Florida,"Playalinda, Brevard County",Surfing,M,23,N,18h30,1988-10-10,Oct,1988,10,23.0,N,
2712,Unprovoked,AUSTRALIA,South Australia,Moama Beach,Surfing,M,15,N,Afternoon,1988-10-06,Oct,1988,06,15.0,N,
2713,Unprovoked,USA,Florida,"Sanibel Island, Lee County",Wading,F,23,N,,1988-10-01,Oct,1988,01,23.0,N,
2714,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Surfing,M,21,N,Afternoon,1988-09-28,Sep,1988,28,21.0,N,
2715,Unprovoked,USA,Florida,"Shell Island Panama City Beach, Bay County",Walking,F,,N,15h45,1988-09-13,Sep,1988,13,,N,
2716,Unprovoked,USA,Florida,"Shell Island Panama City Beach, Bay County",Snorkeling,M,38,Y,15h00,1988-09-13,Sep,1988,13,38.0,Y,Bull
2717,Provoked,USA,Louisiana,New Orleans,Diving in Sharkey's Reef restaurants aquarium,M,,N,,1988-08-22,Agu,1988,22,,N,Tiger
2720,Unprovoked,USA,California,"Klamath River, Del Norte County",Surfing,M,27,N,09h30,1988-08-11,Agu,1988,11,27.0,N,White
2724,Unprovoked,USA,Florida,"Jensen Beach, Martin County",Swimming,F,15,N,10h30,1988-07-11,Jul,1988,11,15.0,N,
2725,Unprovoked,USA,Florida,"New Smyrna Beach, Volusia County",Boogie boarding,M,37,N,Afternoon,1988-07-04,Jul,1988,04,37.0,N,
2728,Unprovoked,SOUTH AFRICA,Western Cape Province,Sculphoek,Spearfishing,M,36,N,09h45,1988-06-16,Jun,1988,16,36.0,N,White
2729,Unprovoked,USA,North Carolina,"Ocracoke, Hyde County",Scuba diving,M,42,N,,1988-06-16,Jun,1988,16,42.0,N,Sandtiger
2730,Unprovoked,USA,South Carolina,"Sea Pines Beach Club, Hilton Head, Beaufort County",Sittting in water with his child,M,37,N,16h00,1988-06-09,Jun,1988,09,37.0,N,Sand
2731,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Swimming,M,12,N,12h00,1988-06-05,Jun,1988,05,12.0,N,
2732,Unprovoked,USA,Florida,"Daytona Beach, Volusia County",Surfing,M,25,N,08h57,1988-06-01,Jun,1988,01,25.0,N,
2734,Unprovoked,USA,Florida,"Paradise Beach Park, Brevard County",Surfing,M,31,N,18h30,1988-05-10,May,1988,10,31.0,N,
2735,Unprovoked,USA,Florida,"Melbourne Beach, Brevard County",Surfing / treading water,M,29,N,11h45,1988-05-04,May,1988,04,29.0,N,
2736,Unprovoked,REUNION,Saint-Louis,Embouchure de l'étang du Gol,pêcheur de bichiques,M,,Y,17h30,1988-04-28,Apr,1988,28,,Y,
2737,Unprovoked,USA,California,"North of Morro Rock, San Luis Obispo County",Surfing,M,,N,,1988-04-24,Apr,1988,24,,N,White
2738,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Swimming,M,24,N,18h45,1988-04-15,Apr,1988,15,24.0,N,
2740,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Surfing,M,14,N,,1988-04-14,Apr,1988,14,14.0,N,
2743,Unprovoked,USA,Florida,"Singer Island, Riviera Beach, Palm Beach County",Standing ,F,30,N,,1988-03-31,Mar,1988,31,30.0,N,
2745,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Isipingo,Surfing,M,17,N,16h45,1988-03-16,Mar,1988,16,17.0,N,
2746,Unprovoked,REUNION,Saint-Pierre,Pic du Diable,Surfing,M,,N,18h30 (Sunset),1988-03-14,Mar,1988,14,,N,
2748,Unprovoked,SOUTH AFRICA,Eastern Cape Province,Nahoon,Surfing,M,20,N,17h00,1988-02-14,Feb,1988,14,20.0,N,
2749,Unprovoked,SOUTH AFRICA,KwaZulu-Natal,Mtunzini,Lying atop surfboard,F,15,N,07h40,1988-02-13,Feb,1988,13,15.0,N,Zambezi
2751,Unprovoked,Fiji,Vanua Levu,,Diving,M,22,N,,1988-02-02,Feb,1988,02,22.0,N,Tiger
2752,Invalid,SOUTH AFRICA,KwaZulu-Natal,Durban,Surfing,M,22,,06h30,1988-01-27,Jan,1988,27,22.0,unknown,
2755,Provoked,SOUTH AFRICA,Western Cape Province,Struisbaai,Attempting to lasso shark's tail,M,33,N,11h15,1988-01-06,Jan,1988,06,33.0,N,Copper
2757,Unprovoked,AUSTRALIA,New South Wales,Sydney,Surfing,M,12,N,,1988-01-01,Jan,1988,01,12.0,N,Wobbegong
2759,Unprovoked,USA,Florida,"Palm Beach, Palm Beach County",Surfing,M,16,N,13h00,1987-12-17,Dec,1987,17,16.0,N,Blacktip
2761,Unprovoked,USA,Florida,"North of Jupiter Inlet, Palm Beach County",Surfing,M,15,N,,1987-11-21,Nov,1987,21,15.0,N,
2763,Unprovoked,USA,California,"Davenport Light, San Mateo County",Surfing,M,20,N,17h00,1987-10-26,Oct,1987,26,20.0,N,
